ontology_class_slug	ontology_class_label	mixs_context_label	mixs_environment_label	claude-3-opus-20240229|2024-05-07T11:45 EDT	claude-3-opus-20240229|2024-05-07T17:00 EDT	claude-3-opus-20240229|2024-05-07T18:40 EDT	claude-3-opus-20240229|2024-05-08T09:30 EDT	expand-subset|2024-05-09T16:48 EDT
ENVO_00000170	dune	env_local_scale	Soil				0.8|Dunes are accumulations of sand formed by wind processes and can provide relevant context for soil samples in terms of soil texture and formation processes.	0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000083/hill @ 0.8
ENVO_00000171	river valley	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000100/valley @ 0.8
ENVO_00000172	sandy desert	env_local_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.9
ENVO_00000172	sandy desert	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.8
ENVO_00000173	rocky desert	env_local_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.9
ENVO_00000173	rocky desert	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.8
ENVO_00000178	levee	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_00000178	levee	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000012/hydrographic feature @ 0.9
ENVO_00000183	stony desert	env_local_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.9
ENVO_00000183	stony desert	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.8
ENVO_00000184	hanging valley	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000100/valley @ 0.8
ENVO_00000185	raised mire	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000185	raised mire	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000186	string mire	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000186	string mire	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000187	tundra mire	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000187	tundra mire	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000188	palsa mire	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000188	palsa mire	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000189	peat swamp	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000189	peat swamp	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000190	abyssal feature	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000104/undersea feature @ 0.8
ENVO_00000193	olive grove	env_local_scale	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000117/plantation @ 0.8
ENVO_00000193	olive grove	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000117/plantation @ 0.8
ENVO_00000193	olive grove	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000078/farm @ 0.9
ENVO_00000197	endorheic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_00000198	ice-covered lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_00000199	meromictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_00000200	periglacial lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_00000201	fjord lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_00000202	oxbow lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_00000203	rift lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_00000204	ephemeral spring	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_00000205	permanent spring	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_00000206	marine neritic zone	env_local_scale	Water				0.8|The marine neritic zone, representing the shallow, near-shore region of the ocean, can provide relevant local environmental context for water samples in terms of coastal influences and benthic-pelagic coupling.	
ENVO_00000207	oceanic zone	env_local_scale	Water				0.8|The oceanic zone, representing the vast, open region of the ocean beyond the continental shelf, can provide important local environmental context for water samples in terms of pelagic processes and large-scale circulation patterns.	
ENVO_00000215	hydrothermal vent	env_local_scale	MicrobialMatBiofilm				0.9|Hydrothermal vents, with their unique combination of high pressure, high temperature, and mineral-rich fluids, can support the growth of specialized microbial mats and biofilms.	
ENVO_00000215	hydrothermal vent	env_local_scale	Water				0.8|Hydrothermal vents are unique undersea features characterized by the discharge of geothermally heated water, providing important local environmental context for water samples in terms of extreme temperature, chemistry, and microbial communities.	0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_00000218	black smoker	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000215/hydrothermal vent @ 0.9
ENVO_00000218	black smoker	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_00000223	continental shelf	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_00000224	slightly stratified estuary	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000045/estuary @ 0.9
ENVO_00000225	highly stratified estuary	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000045/estuary @ 0.9
ENVO_00000226	saline wedge estuary	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000045/estuary @ 0.9
ENVO_00000228	inverse estuary	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000045/estuary @ 0.9
ENVO_00000229	intermittent estuary	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000045/estuary @ 0.9
ENVO_00000232	fen	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000232	fen	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000234	bayou	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000029/watercourse @ 0.9
ENVO_00000235	carr	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000235	carr	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00000248	glacial valley	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000100/valley @ 0.8
ENVO_00000260	prairie	env_local_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000106/grassland area @ 0.9
ENVO_00000261	savanna	env_local_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000106/grassland area @ 0.9
ENVO_00000262	steppe	env_local_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000106/grassland area @ 0.9
ENVO_00000263	fissure cave	env_local_scale	MicrobialMatBiofilm				0.7|Fissure caves, formed along joints or fractures in the bedrock, can provide surfaces and environmental conditions suitable for the development of microbial mats and biofilms.	0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_00000263	fissure cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_00000266	pasture	env_local_scale	Agriculture			0.9|Pastures are localized agricultural environments used for livestock grazing and are important contexts for samples related to animal agriculture.		0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000077/agricultural ecosystem @ 0.9
ENVO_00000266	pasture	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000077/agricultural ecosystem @ 0.9
ENVO_00000266	pasture	env_local_scale	Soil				0.9|Pastures are localized agricultural environments used for livestock grazing and are important contexts for soil samples related to animal agriculture.	
ENVO_00000267	submarine canyon	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000100/valley @ 0.8
ENVO_00000268	lake bed	env_local_scale	Sediment				0.9|Lake beds are the bottom substrates of lakes, characterized by distinct sediment composition, redox conditions, and depositional patterns that provide important context for sediment samples collected in these environments.	0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000501/submerged bed @ 0.8
ENVO_00000270	beaver pond	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000033/pond @ 0.8
ENVO_00000272	confluence	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000012/hydrographic feature @ 0.9
ENVO_00000273	continental slope	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_00000274	continental rise	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_00000276	drumlin	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000083/hill @ 0.8
ENVO_00000280	escarpment	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_00000281	fault escarpment	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_00000288	cotton plantation	env_local_scale	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000117/plantation @ 0.8
ENVO_00000288	cotton plantation	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000117/plantation @ 0.8
ENVO_00000288	cotton plantation	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000078/farm @ 0.9
ENVO_00000294	fish farm	env_local_scale	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000077/agricultural ecosystem @ 0.9
ENVO_00000294	fish farm	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000077/agricultural ecosystem @ 0.9
ENVO_00000296	rice field	env_local_scale	Agriculture			0.95|Rice fields are specific local environments used for rice cultivation and are highly relevant for agricultural samples from these sites.		0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000117/plantation @ 0.8
ENVO_00000296	rice field	env_local_scale	FoodFarmEnvironment				0.9|Rice fields, as flooded agricultural environments used for rice cultivation, provide a specific local environmental context for food farm environments, with distinct water management, soil properties, and microbial communities.	
ENVO_00000296	rice field	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000117/plantation @ 0.8
ENVO_00000296	rice field	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000078/farm @ 0.9
ENVO_00000297	paddy field	env_local_scale	Agriculture			0.95|Paddy fields are flooded parcel agricultural environments used for rice and other semi-aquatic crop cultivation and provide important context for related samples.		0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000114/agricultural field @ 0.95
ENVO_00000297	paddy field	env_local_scale	FoodFarmEnvironment				0.9|Paddy fields, as flooded parcel agricultural environments used for rice and other semiaquatic crop cultivation, provide a specific local environmental context for food farm environments, with distinct water management, soil properties, and microbial communities.	
ENVO_00000297	paddy field	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000114/agricultural field @ 0.9
ENVO_00000297	paddy field	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000114/agricultural field @ 0.95
